img,label
D:/study/iris/CASIA-Iris-Thousand\636\R\S5636R04.jpg,636
D:/study/iris/CASIA-Iris-Thousand\444\R\S5444R06.jpg,444
D:/study/iris/CASIA-Iris-Thousand\513\L\S5513L06.jpg,513
D:/study/iris/CASIA-Iris-Thousand\981\L\S5981L00.jpg,981
D:/study/iris/CASIA-Iris-Thousand\246\R\S5246R04.jpg,246
D:/study/iris/CASIA-Iris-Thousand\248\R\S5248R00.jpg,248
D:/study/iris/CASIA-Iris-Thousand\857\R\S5857R02.jpg,857
D:/study/iris/CASIA-Iris-Thousand\886\L\S5886L08.jpg,886
D:/study/iris/CASIA-Iris-Thousand\208\L\S5208L01.jpg,208
D:/study/iris/CASIA-Iris-Thousand\390\R\S5390R04.jpg,390
D:/study/iris/CASIA-Iris-Thousand\094\R\S5094R08.jpg,94
D:/study/iris/CASIA-Iris-Thousand\123\L\S5123L00.jpg,123
D:/study/iris/CASIA-Iris-Thousand\735\R\S5735R06.jpg,735
D:/study/iris/CASIA-Iris-Thousand\028\R\S5028R04.jpg,28
D:/study/iris/CASIA-Iris-Thousand\160\R\S5160R03.jpg,160
D:/study/iris/CASIA-Iris-Thousand\588\R\S5588R02.jpg,588
D:/study/iris/CASIA-Iris-Thousand\019\R\S5019R03.jpg,19
D:/study/iris/CASIA-Iris-Thousand\931\R\S5931R05.jpg,931
D:/study/iris/CASIA-Iris-Thousand\830\L\S5830L04.jpg,830
D:/study/iris/CASIA-Iris-Thousand\485\L\S5485L09.jpg,485
D:/study/iris/CASIA-Iris-Thousand\363\R\S5363R00.jpg,363
D:/study/iris/CASIA-Iris-Thousand\357\L\S5357L07.jpg,357
D:/study/iris/CASIA-Iris-Thousand\351\L\S5351L04.jpg,351
D:/study/iris/CASIA-Iris-Thousand\659\R\S5659R02.jpg,659
D:/study/iris/CASIA-Iris-Thousand\570\L\S5570L07.jpg,570
D:/study/iris/CASIA-Iris-Thousand\296\R\S5296R07.jpg,296
D:/study/iris/CASIA-Iris-Thousand\929\R\S5929R04.jpg,929
D:/study/iris/CASIA-Iris-Thousand\103\R\S5103R02.jpg,103
D:/study/iris/CASIA-Iris-Thousand\062\R\S5062R08.jpg,62
D:/study/iris/CASIA-Iris-Thousand\797\L\S5797L08.jpg,797
D:/study/iris/CASIA-Iris-Thousand\033\R\S5033R00.jpg,33
D:/study/iris/CASIA-Iris-Thousand\840\L\S5840L05.jpg,840
D:/study/iris/CASIA-Iris-Thousand\598\R\S5598R00.jpg,598
D:/study/iris/CASIA-Iris-Thousand\999\R\S5999R00.jpg,999
D:/study/iris/CASIA-Iris-Thousand\076\R\S5076R02.jpg,76
D:/study/iris/CASIA-Iris-Thousand\489\R\S5489R02.jpg,489
D:/study/iris/CASIA-Iris-Thousand\969\R\S5969R09.jpg,969
D:/study/iris/CASIA-Iris-Thousand\119\R\S5119R03.jpg,119
D:/study/iris/CASIA-Iris-Thousand\026\R\S5026R05.jpg,26
D:/study/iris/CASIA-Iris-Thousand\336\R\S5336R07.jpg,336
D:/study/iris/CASIA-Iris-Thousand\133\R\S5133R00.jpg,133
D:/study/iris/CASIA-Iris-Thousand\619\L\S5619L05.jpg,619
D:/study/iris/CASIA-Iris-Thousand\835\L\S5835L02.jpg,835
D:/study/iris/CASIA-Iris-Thousand\811\L\S5811L05.jpg,811
D:/study/iris/CASIA-Iris-Thousand\342\L\S5342L05.jpg,342
D:/study/iris/CASIA-Iris-Thousand\404\R\S5404R07.jpg,404
D:/study/iris/CASIA-Iris-Thousand\834\R\S5834R07.jpg,834
D:/study/iris/CASIA-Iris-Thousand\699\L\S5699L06.jpg,699
D:/study/iris/CASIA-Iris-Thousand\098\R\S5098R04.jpg,98
D:/study/iris/CASIA-Iris-Thousand\862\L\S5862L07.jpg,862
D:/study/iris/CASIA-Iris-Thousand\870\R\S5870R04.jpg,870
D:/study/iris/CASIA-Iris-Thousand\138\L\S5138L00.jpg,138
D:/study/iris/CASIA-Iris-Thousand\045\R\S5045R04.jpg,45
D:/study/iris/CASIA-Iris-Thousand\634\R\S5634R08.jpg,634
D:/study/iris/CASIA-Iris-Thousand\661\L\S5661L09.jpg,661
D:/study/iris/CASIA-Iris-Thousand\929\R\S5929R08.jpg,929
D:/study/iris/CASIA-Iris-Thousand\902\L\S5902L03.jpg,902
D:/study/iris/CASIA-Iris-Thousand\983\R\S5983R02.jpg,983
D:/study/iris/CASIA-Iris-Thousand\096\L\S5096L08.jpg,96
D:/study/iris/CASIA-Iris-Thousand\034\L\S5034L04.jpg,34
D:/study/iris/CASIA-Iris-Thousand\673\L\S5673L05.jpg,673
D:/study/iris/CASIA-Iris-Thousand\597\R\S5597R02.jpg,597
D:/study/iris/CASIA-Iris-Thousand\227\R\S5227R07.jpg,227
D:/study/iris/CASIA-Iris-Thousand\725\L\S5725L00.jpg,725
D:/study/iris/CASIA-Iris-Thousand\957\L\S5957L00.jpg,957
D:/study/iris/CASIA-Iris-Thousand\423\R\S5423R04.jpg,423
D:/study/iris/CASIA-Iris-Thousand\100\L\S5100L02.jpg,100
D:/study/iris/CASIA-Iris-Thousand\428\R\S5428R06.jpg,428
D:/study/iris/CASIA-Iris-Thousand\400\R\S5400R00.jpg,400
D:/study/iris/CASIA-Iris-Thousand\913\L\S5913L05.jpg,913
D:/study/iris/CASIA-Iris-Thousand\987\R\S5987R07.jpg,987
D:/study/iris/CASIA-Iris-Thousand\654\R\S5654R01.jpg,654
D:/study/iris/CASIA-Iris-Thousand\670\L\S5670L02.jpg,670
D:/study/iris/CASIA-Iris-Thousand\430\L\S5430L02.jpg,430
D:/study/iris/CASIA-Iris-Thousand\342\L\S5342L04.jpg,342
D:/study/iris/CASIA-Iris-Thousand\523\R\S5523R06.jpg,523
D:/study/iris/CASIA-Iris-Thousand\479\R\S5479R00.jpg,479
D:/study/iris/CASIA-Iris-Thousand\889\L\S5889L02.jpg,889
D:/study/iris/CASIA-Iris-Thousand\472\L\S5472L03.jpg,472
D:/study/iris/CASIA-Iris-Thousand\129\L\S5129L03.jpg,129
D:/study/iris/CASIA-Iris-Thousand\217\L\S5217L00.jpg,217
D:/study/iris/CASIA-Iris-Thousand\312\R\S5312R09.jpg,312
D:/study/iris/CASIA-Iris-Thousand\366\L\S5366L07.jpg,366
D:/study/iris/CASIA-Iris-Thousand\618\L\S5618L05.jpg,618
D:/study/iris/CASIA-Iris-Thousand\767\L\S5767L02.jpg,767
D:/study/iris/CASIA-Iris-Thousand\200\L\S5200L05.jpg,200
D:/study/iris/CASIA-Iris-Thousand\719\R\S5719R05.jpg,719
D:/study/iris/CASIA-Iris-Thousand\735\L\S5735L08.jpg,735
D:/study/iris/CASIA-Iris-Thousand\893\L\S5893L07.jpg,893
D:/study/iris/CASIA-Iris-Thousand\744\R\S5744R03.jpg,744
D:/study/iris/CASIA-Iris-Thousand\042\L\S5042L04.jpg,42
D:/study/iris/CASIA-Iris-Thousand\747\R\S5747R01.jpg,747
D:/study/iris/CASIA-Iris-Thousand\002\L\S5002L03.jpg,2
D:/study/iris/CASIA-Iris-Thousand\954\R\S5954R00.jpg,954
D:/study/iris/CASIA-Iris-Thousand\136\R\S5136R04.jpg,136
D:/study/iris/CASIA-Iris-Thousand\950\L\S5950L05.jpg,950
D:/study/iris/CASIA-Iris-Thousand\829\R\S5829R07.jpg,829
D:/study/iris/CASIA-Iris-Thousand\543\L\S5543L05.jpg,543
D:/study/iris/CASIA-Iris-Thousand\084\L\S5084L01.jpg,84
D:/study/iris/CASIA-Iris-Thousand\793\L\S5793L06.jpg,793
D:/study/iris/CASIA-Iris-Thousand\689\R\S5689R04.jpg,689
D:/study/iris/CASIA-Iris-Thousand\536\L\S5536L01.jpg,536
D:/study/iris/CASIA-Iris-Thousand\871\R\S5871R04.jpg,871
D:/study/iris/CASIA-Iris-Thousand\873\L\S5873L07.jpg,873
D:/study/iris/CASIA-Iris-Thousand\947\R\S5947R01.jpg,947
D:/study/iris/CASIA-Iris-Thousand\993\R\S5993R08.jpg,993
D:/study/iris/CASIA-Iris-Thousand\136\L\S5136L00.jpg,136
D:/study/iris/CASIA-Iris-Thousand\902\L\S5902L09.jpg,902
D:/study/iris/CASIA-Iris-Thousand\317\L\S5317L09.jpg,317
D:/study/iris/CASIA-Iris-Thousand\705\L\S5705L09.jpg,705
D:/study/iris/CASIA-Iris-Thousand\090\R\S5090R00.jpg,90
D:/study/iris/CASIA-Iris-Thousand\362\L\S5362L09.jpg,362
D:/study/iris/CASIA-Iris-Thousand\761\L\S5761L08.jpg,761
D:/study/iris/CASIA-Iris-Thousand\446\R\S5446R08.jpg,446
D:/study/iris/CASIA-Iris-Thousand\450\L\S5450L04.jpg,450
D:/study/iris/CASIA-Iris-Thousand\742\R\S5742R08.jpg,742
D:/study/iris/CASIA-Iris-Thousand\513\R\S5513R04.jpg,513
D:/study/iris/CASIA-Iris-Thousand\591\L\S5591L04.jpg,591
D:/study/iris/CASIA-Iris-Thousand\145\R\S5145R01.jpg,145
D:/study/iris/CASIA-Iris-Thousand\020\L\S5020L06.jpg,20
D:/study/iris/CASIA-Iris-Thousand\220\R\S5220R09.jpg,220
D:/study/iris/CASIA-Iris-Thousand\442\L\S5442L05.jpg,442
D:/study/iris/CASIA-Iris-Thousand\058\R\S5058R02.jpg,58
D:/study/iris/CASIA-Iris-Thousand\140\L\S5140L01.jpg,140
D:/study/iris/CASIA-Iris-Thousand\630\L\S5630L03.jpg,630
D:/study/iris/CASIA-Iris-Thousand\451\R\S5451R04.jpg,451
D:/study/iris/CASIA-Iris-Thousand\614\R\S5614R07.jpg,614
D:/study/iris/CASIA-Iris-Thousand\635\L\S5635L08.jpg,635
D:/study/iris/CASIA-Iris-Thousand\927\L\S5927L06.jpg,927
D:/study/iris/CASIA-Iris-Thousand\324\L\S5324L06.jpg,324
D:/study/iris/CASIA-Iris-Thousand\457\L\S5457L01.jpg,457
D:/study/iris/CASIA-Iris-Thousand\767\L\S5767L03.jpg,767
D:/study/iris/CASIA-Iris-Thousand\875\L\S5875L08.jpg,875
D:/study/iris/CASIA-Iris-Thousand\887\L\S5887L09.jpg,887
D:/study/iris/CASIA-Iris-Thousand\224\L\S5224L09.jpg,224
D:/study/iris/CASIA-Iris-Thousand\867\R\S5867R03.jpg,867
D:/study/iris/CASIA-Iris-Thousand\238\R\S5238R03.jpg,238
D:/study/iris/CASIA-Iris-Thousand\101\R\S5101R05.jpg,101
D:/study/iris/CASIA-Iris-Thousand\119\L\S5119L08.jpg,119
D:/study/iris/CASIA-Iris-Thousand\552\R\S5552R08.jpg,552
D:/study/iris/CASIA-Iris-Thousand\568\R\S5568R07.jpg,568
D:/study/iris/CASIA-Iris-Thousand\082\R\S5082R02.jpg,82
D:/study/iris/CASIA-Iris-Thousand\300\R\S5300R04.jpg,300
D:/study/iris/CASIA-Iris-Thousand\963\L\S5963L04.jpg,963
D:/study/iris/CASIA-Iris-Thousand\862\R\S5862R01.jpg,862
D:/study/iris/CASIA-Iris-Thousand\873\L\S5873L09.jpg,873
D:/study/iris/CASIA-Iris-Thousand\893\R\S5893R02.jpg,893
D:/study/iris/CASIA-Iris-Thousand\887\R\S5887R01.jpg,887
D:/study/iris/CASIA-Iris-Thousand\824\R\S5824R09.jpg,824
D:/study/iris/CASIA-Iris-Thousand\872\R\S5872R00.jpg,872
D:/study/iris/CASIA-Iris-Thousand\840\L\S5840L09.jpg,840
D:/study/iris/CASIA-Iris-Thousand\333\R\S5333R01.jpg,333
D:/study/iris/CASIA-Iris-Thousand\997\R\S5997R08.jpg,997
D:/study/iris/CASIA-Iris-Thousand\679\L\S5679L02.jpg,679
D:/study/iris/CASIA-Iris-Thousand\312\R\S5312R01.jpg,312
D:/study/iris/CASIA-Iris-Thousand\032\R\S5032R06.jpg,32
D:/study/iris/CASIA-Iris-Thousand\466\L\S5466L06.jpg,466
D:/study/iris/CASIA-Iris-Thousand\433\R\S5433R07.jpg,433
D:/study/iris/CASIA-Iris-Thousand\606\L\S5606L05.jpg,606
D:/study/iris/CASIA-Iris-Thousand\831\R\S5831R02.jpg,831
D:/study/iris/CASIA-Iris-Thousand\767\L\S5767L00.jpg,767
D:/study/iris/CASIA-Iris-Thousand\981\L\S5981L04.jpg,981
D:/study/iris/CASIA-Iris-Thousand\644\L\S5644L02.jpg,644
D:/study/iris/CASIA-Iris-Thousand\435\L\S5435L06.jpg,435
D:/study/iris/CASIA-Iris-Thousand\247\R\S5247R02.jpg,247
D:/study/iris/CASIA-Iris-Thousand\179\L\S5179L03.jpg,179
D:/study/iris/CASIA-Iris-Thousand\035\R\S5035R03.jpg,35
D:/study/iris/CASIA-Iris-Thousand\460\R\S5460R04.jpg,460
D:/study/iris/CASIA-Iris-Thousand\559\L\S5559L02.jpg,559
D:/study/iris/CASIA-Iris-Thousand\104\R\S5104R00.jpg,104
D:/study/iris/CASIA-Iris-Thousand\491\L\S5491L00.jpg,491
D:/study/iris/CASIA-Iris-Thousand\995\L\S5995L07.jpg,995
D:/study/iris/CASIA-Iris-Thousand\869\L\S5869L07.jpg,869
D:/study/iris/CASIA-Iris-Thousand\051\L\S5051L06.jpg,51
D:/study/iris/CASIA-Iris-Thousand\840\L\S5840L06.jpg,840
D:/study/iris/CASIA-Iris-Thousand\609\L\S5609L04.jpg,609
D:/study/iris/CASIA-Iris-Thousand\477\R\S5477R05.jpg,477
D:/study/iris/CASIA-Iris-Thousand\711\R\S5711R08.jpg,711
D:/study/iris/CASIA-Iris-Thousand\982\L\S5982L05.jpg,982
D:/study/iris/CASIA-Iris-Thousand\969\R\S5969R01.jpg,969
D:/study/iris/CASIA-Iris-Thousand\006\R\S5006R02.jpg,6
D:/study/iris/CASIA-Iris-Thousand\515\L\S5515L02.jpg,515
D:/study/iris/CASIA-Iris-Thousand\602\L\S5602L00.jpg,602
D:/study/iris/CASIA-Iris-Thousand\534\L\S5534L08.jpg,534
D:/study/iris/CASIA-Iris-Thousand\509\R\S5509R07.jpg,509
D:/study/iris/CASIA-Iris-Thousand\669\L\S5669L01.jpg,669
D:/study/iris/CASIA-Iris-Thousand\498\R\S5498R06.jpg,498
D:/study/iris/CASIA-Iris-Thousand\744\R\S5744R02.jpg,744
D:/study/iris/CASIA-Iris-Thousand\140\R\S5140R08.jpg,140
D:/study/iris/CASIA-Iris-Thousand\264\R\S5264R08.jpg,264
D:/study/iris/CASIA-Iris-Thousand\889\R\S5889R02.jpg,889
D:/study/iris/CASIA-Iris-Thousand\157\R\S5157R07.jpg,157
D:/study/iris/CASIA-Iris-Thousand\925\L\S5925L03.jpg,925
D:/study/iris/CASIA-Iris-Thousand\994\L\S5994L05.jpg,994
D:/study/iris/CASIA-Iris-Thousand\375\L\S5375L05.jpg,375
D:/study/iris/CASIA-Iris-Thousand\647\L\S5647L04.jpg,647
D:/study/iris/CASIA-Iris-Thousand\404\R\S5404R05.jpg,404
D:/study/iris/CASIA-Iris-Thousand\950\R\S5950R06.jpg,950
D:/study/iris/CASIA-Iris-Thousand\022\R\S5022R05.jpg,22
D:/study/iris/CASIA-Iris-Thousand\297\L\S5297L02.jpg,297
D:/study/iris/CASIA-Iris-Thousand\162\L\S5162L09.jpg,162
D:/study/iris/CASIA-Iris-Thousand\090\R\S5090R01.jpg,90
D:/study/iris/CASIA-Iris-Thousand\624\L\S5624L04.jpg,624
D:/study/iris/CASIA-Iris-Thousand\419\L\S5419L04.jpg,419
D:/study/iris/CASIA-Iris-Thousand\315\L\S5315L09.jpg,315
D:/study/iris/CASIA-Iris-Thousand\411\L\S5411L04.jpg,411
D:/study/iris/CASIA-Iris-Thousand\144\L\S5144L08.jpg,144
D:/study/iris/CASIA-Iris-Thousand\436\R\S5436R07.jpg,436
D:/study/iris/CASIA-Iris-Thousand\642\R\S5642R00.jpg,642
D:/study/iris/CASIA-Iris-Thousand\186\R\S5186R03.jpg,186
D:/study/iris/CASIA-Iris-Thousand\141\L\S5141L06.jpg,141
D:/study/iris/CASIA-Iris-Thousand\470\R\S5470R02.jpg,470
D:/study/iris/CASIA-Iris-Thousand\183\L\S5183L01.jpg,183
D:/study/iris/CASIA-Iris-Thousand\332\R\S5332R02.jpg,332
D:/study/iris/CASIA-Iris-Thousand\900\R\S5900R03.jpg,900
D:/study/iris/CASIA-Iris-Thousand\134\L\S5134L03.jpg,134
D:/study/iris/CASIA-Iris-Thousand\566\L\S5566L07.jpg,566
D:/study/iris/CASIA-Iris-Thousand\456\L\S5456L09.jpg,456
D:/study/iris/CASIA-Iris-Thousand\697\L\S5697L01.jpg,697
D:/study/iris/CASIA-Iris-Thousand\990\L\S5990L06.jpg,990
D:/study/iris/CASIA-Iris-Thousand\411\L\S5411L09.jpg,411
D:/study/iris/CASIA-Iris-Thousand\338\L\S5338L03.jpg,338
D:/study/iris/CASIA-Iris-Thousand\189\R\S5189R08.jpg,189
D:/study/iris/CASIA-Iris-Thousand\217\L\S5217L06.jpg,217
D:/study/iris/CASIA-Iris-Thousand\339\R\S5339R00.jpg,339
D:/study/iris/CASIA-Iris-Thousand\380\L\S5380L04.jpg,380
D:/study/iris/CASIA-Iris-Thousand\322\L\S5322L02.jpg,322
D:/study/iris/CASIA-Iris-Thousand\626\L\S5626L05.jpg,626
D:/study/iris/CASIA-Iris-Thousand\142\R\S5142R05.jpg,142
D:/study/iris/CASIA-Iris-Thousand\881\L\S5881L00.jpg,881
D:/study/iris/CASIA-Iris-Thousand\630\L\S5630L01.jpg,630
D:/study/iris/CASIA-Iris-Thousand\341\R\S5341R07.jpg,341
D:/study/iris/CASIA-Iris-Thousand\521\L\S5521L01.jpg,521
D:/study/iris/CASIA-Iris-Thousand\686\R\S5686R06.jpg,686
D:/study/iris/CASIA-Iris-Thousand\007\R\S5007R02.jpg,7
D:/study/iris/CASIA-Iris-Thousand\504\R\S5504R01.jpg,504
D:/study/iris/CASIA-Iris-Thousand\929\R\S5929R05.jpg,929
D:/study/iris/CASIA-Iris-Thousand\593\L\S5593L03.jpg,593
D:/study/iris/CASIA-Iris-Thousand\734\L\S5734L04.jpg,734
D:/study/iris/CASIA-Iris-Thousand\869\R\S5869R02.jpg,869
D:/study/iris/CASIA-Iris-Thousand\754\R\S5754R05.jpg,754
D:/study/iris/CASIA-Iris-Thousand\742\L\S5742L01.jpg,742
D:/study/iris/CASIA-Iris-Thousand\464\L\S5464L05.jpg,464
D:/study/iris/CASIA-Iris-Thousand\681\R\S5681R04.jpg,681
D:/study/iris/CASIA-Iris-Thousand\352\R\S5352R08.jpg,352
D:/study/iris/CASIA-Iris-Thousand\103\L\S5103L03.jpg,103
D:/study/iris/CASIA-Iris-Thousand\361\R\S5361R00.jpg,361
D:/study/iris/CASIA-Iris-Thousand\782\R\S5782R08.jpg,782
D:/study/iris/CASIA-Iris-Thousand\966\L\S5966L06.jpg,966
D:/study/iris/CASIA-Iris-Thousand\701\L\S5701L08.jpg,701
D:/study/iris/CASIA-Iris-Thousand\752\L\S5752L04.jpg,752
D:/study/iris/CASIA-Iris-Thousand\214\L\S5214L06.jpg,214
D:/study/iris/CASIA-Iris-Thousand\880\L\S5880L09.jpg,880
D:/study/iris/CASIA-Iris-Thousand\725\L\S5725L06.jpg,725
D:/study/iris/CASIA-Iris-Thousand\326\R\S5326R05.jpg,326
D:/study/iris/CASIA-Iris-Thousand\025\L\S5025L09.jpg,25
D:/study/iris/CASIA-Iris-Thousand\557\R\S5557R01.jpg,557
D:/study/iris/CASIA-Iris-Thousand\871\R\S5871R06.jpg,871
D:/study/iris/CASIA-Iris-Thousand\531\R\S5531R06.jpg,531
D:/study/iris/CASIA-Iris-Thousand\907\L\S5907L02.jpg,907
D:/study/iris/CASIA-Iris-Thousand\943\L\S5943L03.jpg,943
D:/study/iris/CASIA-Iris-Thousand\758\R\S5758R09.jpg,758
D:/study/iris/CASIA-Iris-Thousand\667\R\S5667R08.jpg,667
D:/study/iris/CASIA-Iris-Thousand\994\L\S5994L00.jpg,994
D:/study/iris/CASIA-Iris-Thousand\408\R\S5408R04.jpg,408
D:/study/iris/CASIA-Iris-Thousand\702\L\S5702L08.jpg,702
D:/study/iris/CASIA-Iris-Thousand\841\R\S5841R02.jpg,841
D:/study/iris/CASIA-Iris-Thousand\970\R\S5970R03.jpg,970
D:/study/iris/CASIA-Iris-Thousand\979\L\S5979L07.jpg,979
D:/study/iris/CASIA-Iris-Thousand\281\R\S5281R05.jpg,281
D:/study/iris/CASIA-Iris-Thousand\984\R\S5984R03.jpg,984
D:/study/iris/CASIA-Iris-Thousand\072\R\S5072R01.jpg,72
D:/study/iris/CASIA-Iris-Thousand\795\R\S5795R03.jpg,795
D:/study/iris/CASIA-Iris-Thousand\094\L\S5094L04.jpg,94
D:/study/iris/CASIA-Iris-Thousand\008\L\S5008L09.jpg,8
D:/study/iris/CASIA-Iris-Thousand\815\L\S5815L08.jpg,815
D:/study/iris/CASIA-Iris-Thousand\779\L\S5779L02.jpg,779
D:/study/iris/CASIA-Iris-Thousand\840\L\S5840L07.jpg,840
D:/study/iris/CASIA-Iris-Thousand\014\L\S5014L04.jpg,14
D:/study/iris/CASIA-Iris-Thousand\135\L\S5135L09.jpg,135
D:/study/iris/CASIA-Iris-Thousand\798\L\S5798L08.jpg,798
D:/study/iris/CASIA-Iris-Thousand\858\R\S5858R01.jpg,858
D:/study/iris/CASIA-Iris-Thousand\248\L\S5248L05.jpg,248
D:/study/iris/CASIA-Iris-Thousand\383\R\S5383R05.jpg,383
D:/study/iris/CASIA-Iris-Thousand\407\L\S5407L07.jpg,407
D:/study/iris/CASIA-Iris-Thousand\524\R\S5524R06.jpg,524
D:/study/iris/CASIA-Iris-Thousand\511\R\S5511R03.jpg,511
D:/study/iris/CASIA-Iris-Thousand\486\R\S5486R02.jpg,486
D:/study/iris/CASIA-Iris-Thousand\924\R\S5924R07.jpg,924
D:/study/iris/CASIA-Iris-Thousand\688\L\S5688L03.jpg,688
D:/study/iris/CASIA-Iris-Thousand\642\R\S5642R07.jpg,642
D:/study/iris/CASIA-Iris-Thousand\007\R\S5007R05.jpg,7
D:/study/iris/CASIA-Iris-Thousand\016\L\S5016L06.jpg,16
D:/study/iris/CASIA-Iris-Thousand\876\R\S5876R01.jpg,876
D:/study/iris/CASIA-Iris-Thousand\492\R\S5492R04.jpg,492
D:/study/iris/CASIA-Iris-Thousand\725\L\S5725L04.jpg,725
D:/study/iris/CASIA-Iris-Thousand\866\R\S5866R07.jpg,866
D:/study/iris/CASIA-Iris-Thousand\320\L\S5320L00.jpg,320
D:/study/iris/CASIA-Iris-Thousand\278\L\S5278L09.jpg,278
D:/study/iris/CASIA-Iris-Thousand\530\L\S5530L07.jpg,530
D:/study/iris/CASIA-Iris-Thousand\150\R\S5150R07.jpg,150
D:/study/iris/CASIA-Iris-Thousand\854\R\S5854R09.jpg,854
D:/study/iris/CASIA-Iris-Thousand\410\R\S5410R04.jpg,410
D:/study/iris/CASIA-Iris-Thousand\617\R\S5617R09.jpg,617
D:/study/iris/CASIA-Iris-Thousand\000\R\S5000R00.jpg,0
D:/study/iris/CASIA-Iris-Thousand\870\L\S5870L05.jpg,870
D:/study/iris/CASIA-Iris-Thousand\288\R\S5288R06.jpg,288
D:/study/iris/CASIA-Iris-Thousand\716\R\S5716R09.jpg,716
D:/study/iris/CASIA-Iris-Thousand\140\R\S5140R03.jpg,140
D:/study/iris/CASIA-Iris-Thousand\207\R\S5207R02.jpg,207
D:/study/iris/CASIA-Iris-Thousand\941\L\S5941L09.jpg,941
D:/study/iris/CASIA-Iris-Thousand\844\R\S5844R03.jpg,844
D:/study/iris/CASIA-Iris-Thousand\344\L\S5344L09.jpg,344
D:/study/iris/CASIA-Iris-Thousand\615\R\S5615R03.jpg,615
D:/study/iris/CASIA-Iris-Thousand\117\R\S5117R06.jpg,117
D:/study/iris/CASIA-Iris-Thousand\526\R\S5526R08.jpg,526
D:/study/iris/CASIA-Iris-Thousand\717\L\S5717L04.jpg,717
D:/study/iris/CASIA-Iris-Thousand\953\R\S5953R00.jpg,953
D:/study/iris/CASIA-Iris-Thousand\977\R\S5977R09.jpg,977
D:/study/iris/CASIA-Iris-Thousand\775\L\S5775L09.jpg,775
D:/study/iris/CASIA-Iris-Thousand\451\R\S5451R07.jpg,451
D:/study/iris/CASIA-Iris-Thousand\435\R\S5435R05.jpg,435
D:/study/iris/CASIA-Iris-Thousand\308\R\S5308R06.jpg,308
D:/study/iris/CASIA-Iris-Thousand\583\L\S5583L09.jpg,583
D:/study/iris/CASIA-Iris-Thousand\398\L\S5398L03.jpg,398
D:/study/iris/CASIA-Iris-Thousand\890\R\S5890R09.jpg,890
D:/study/iris/CASIA-Iris-Thousand\335\R\S5335R08.jpg,335
D:/study/iris/CASIA-Iris-Thousand\921\L\S5921L05.jpg,921
D:/study/iris/CASIA-Iris-Thousand\675\L\S5675L08.jpg,675
D:/study/iris/CASIA-Iris-Thousand\468\L\S5468L05.jpg,468
D:/study/iris/CASIA-Iris-Thousand\806\R\S5806R02.jpg,806
D:/study/iris/CASIA-Iris-Thousand\322\R\S5322R02.jpg,322
D:/study/iris/CASIA-Iris-Thousand\583\R\S5583R08.jpg,583
D:/study/iris/CASIA-Iris-Thousand\272\R\S5272R08.jpg,272
D:/study/iris/CASIA-Iris-Thousand\320\R\S5320R02.jpg,320
D:/study/iris/CASIA-Iris-Thousand\289\R\S5289R04.jpg,289
D:/study/iris/CASIA-Iris-Thousand\492\R\S5492R08.jpg,492
D:/study/iris/CASIA-Iris-Thousand\853\R\S5853R01.jpg,853
D:/study/iris/CASIA-Iris-Thousand\015\R\S5015R06.jpg,15
D:/study/iris/CASIA-Iris-Thousand\846\L\S5846L00.jpg,846
D:/study/iris/CASIA-Iris-Thousand\920\R\S5920R09.jpg,920
D:/study/iris/CASIA-Iris-Thousand\958\L\S5958L06.jpg,958
D:/study/iris/CASIA-Iris-Thousand\095\L\S5095L02.jpg,95
D:/study/iris/CASIA-Iris-Thousand\741\R\S5741R04.jpg,741
D:/study/iris/CASIA-Iris-Thousand\503\L\S5503L05.jpg,503
D:/study/iris/CASIA-Iris-Thousand\131\L\S5131L02.jpg,131
D:/study/iris/CASIA-Iris-Thousand\740\L\S5740L03.jpg,740
D:/study/iris/CASIA-Iris-Thousand\058\R\S5058R08.jpg,58
D:/study/iris/CASIA-Iris-Thousand\851\L\S5851L09.jpg,851
D:/study/iris/CASIA-Iris-Thousand\582\L\S5582L08.jpg,582
D:/study/iris/CASIA-Iris-Thousand\707\R\S5707R09.jpg,707
D:/study/iris/CASIA-Iris-Thousand\436\R\S5436R06.jpg,436
D:/study/iris/CASIA-Iris-Thousand\052\L\S5052L02.jpg,52
D:/study/iris/CASIA-Iris-Thousand\335\L\S5335L01.jpg,335
D:/study/iris/CASIA-Iris-Thousand\101\L\S5101L00.jpg,101
D:/study/iris/CASIA-Iris-Thousand\880\R\S5880R06.jpg,880
D:/study/iris/CASIA-Iris-Thousand\878\R\S5878R00.jpg,878
D:/study/iris/CASIA-Iris-Thousand\154\L\S5154L03.jpg,154
D:/study/iris/CASIA-Iris-Thousand\120\L\S5120L02.jpg,120
D:/study/iris/CASIA-Iris-Thousand\494\R\S5494R01.jpg,494
D:/study/iris/CASIA-Iris-Thousand\166\L\S5166L00.jpg,166
D:/study/iris/CASIA-Iris-Thousand\522\L\S5522L07.jpg,522
D:/study/iris/CASIA-Iris-Thousand\006\L\S5006L04.jpg,6
D:/study/iris/CASIA-Iris-Thousand\752\R\S5752R05.jpg,752
D:/study/iris/CASIA-Iris-Thousand\212\R\S5212R03.jpg,212
D:/study/iris/CASIA-Iris-Thousand\415\L\S5415L09.jpg,415
D:/study/iris/CASIA-Iris-Thousand\906\R\S5906R09.jpg,906
D:/study/iris/CASIA-Iris-Thousand\488\L\S5488L03.jpg,488
